Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1185","LBJ_0908","VBILepBor13265_1185","PATRIC.355277.4.NC_008510.CDS.1091166.1091891.fwd","PATRIC","CDS",1091166,1091891,726,"+","FIG00000110","PLF_171_00000860","PGF_02280759","YP_800310.1",241,"uppS","Undecaprenyl diphosphate synthase (EC 2.5.1.31)","GO:0008834|di-trans,poly-cis-decaprenylcistransferase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1186","LBJ_0909","VBILepBor13265_1186","PATRIC.355277.4.NC_008510.CDS.1091884.1092798.fwd","PATRIC","CDS",1091884,1092798,915,"+","FIG00000097","PLF_171_00000783","PGF_02450432","YP_800311.1",304,"cdsA","Phosphatidate cytidylyltransferase (EC 2.7.7.41)","GO:0004605|phosphatidate cytidylyltransferase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1187","LBJ_0910","VBILepBor13265_1187","PATRIC.355277.4.NC_008510.CDS.1092805.1093974.fwd","PATRIC","CDS",1092805,1093974,1170,"+","FIG00000401","PLF_171_00001054","PGF_09077460","YP_800312.1",389,"dxr","1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)","GO:0030604|1-deoxy-D-xylulose-5-phosphate reductoisomerase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.109","LBJ_0092","VBILepBor13265_0109","PATRIC.355277.4.NC_008510.CDS.109385.110878.rev","PATRIC","CDS",109385,110878,1494,"-","FIG00000660","PLF_171_00000213","PGF_00420021","YP_799596.1",497,,"Cystathionine gamma-synthase (EC 2.5.1.48)","GO:0003962|cystathionine gamma-synthase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1188","LBJ_0911","VBILepBor13265_1188","PATRIC.355277.4.NC_008510.CDS.1093968.1095695.fwd","PATRIC","CDS",1093968,1095695,1728,"+","FIG00002803","PLF_171_00002035","PGF_03752718","YP_800313.1",575,,"Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1189","LBJ_0912","VBILepBor13265_1189","PATRIC.355277.4.NC_008510.CDS.1095700.1097430.fwd","PATRIC","CDS",1095700,1097430,1731,"+","FIG00000069","PLF_171_00000341","PGF_00037588","YP_800314.1",576,"proS","Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type","GO:0004827|proline-tRNA ligase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1190","LBJ_0913","VBILepBor13265_1190","PATRIC.355277.4.NC_008510.CDS.1097433.1098635.fwd","PATRIC","CDS",1097433,1098635,1203,"+","FIG00116323","PLF_171_00000706","PGF_00062027","YP_800315.1",400,"trpB","Tryptophan synthase beta chain (EC 4.2.1.20)","GO:0004834|tryptophan synthase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1191","LBJ_0914","VBILepBor13265_1191","PATRIC.355277.4.NC_008510.CDS.1098632.1099426.fwd","PATRIC","CDS",1098632,1099426,795,"+","FIG00105533","PLF_171_00000705","PGF_00062023","YP_800316.1",264,"trpA","Tryptophan synthase alpha chain (EC 4.2.1.20)","GO:0004834|tryptophan synthase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1192","LBJ_0915","VBILepBor13265_1192","PATRIC.355277.4.NC_008510.CDS.1099489.1099962.rev","PATRIC","CDS",1099489,1099962,474,"-","FIG00763791","PLF_171_00002147","PGF_00104135","YP_800317.1",157,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1193","LBJ_0916","VBILepBor13265_1193","PATRIC.355277.4.NC_008510.CDS.1100430.1102424.fwd","PATRIC","CDS",1100430,1102424,1995,"+","FIG00001294","PLF_171_00000427","PGF_08828113","YP_800318.1",664,,"Adenylate cyclase (EC 4.6.1.1)","GO:0004016|adenylate cyclase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1194","LBJ_0917","VBILepBor13265_1194","PATRIC.355277.4.NC_008510.CDS.1102453.1104360.fwd","PATRIC","CDS",1102453,1104360,1908,"+","FIG00000343","PLF_171_00000487","PGF_00426115","YP_800319.1",635,"dxs","1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)","GO:0008661|1-deoxy-D-xylulose-5-phosphate synthase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1195","LBJ_0918","VBILepBor13265_1195","PATRIC.355277.4.NC_008510.CDS.1104402.1104872.fwd","PATRIC","CDS",1104402,1104872,471,"+","FIG00766254","PLF_171_00001755","PGF_00351428","YP_800320.1",156,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1196","LBJ_0919","VBILepBor13265_1196","PATRIC.355277.4.NC_008510.CDS.1105289.1106383.rev","PATRIC","CDS",1105289,1106383,1095,"-","FIG01306568","PLF_171_00000006","PGF_01000105","YP_800321.1",364,,"Mobile element protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1197","LBJ_0920","VBILepBor13265_1197","PATRIC.355277.4.NC_008510.CDS.1106721.1107260.fwd","PATRIC","CDS",1106721,1107260,540,"+","FIG00000206","PLF_171_00001148","PGF_00060478","YP_800322.1",179,"infC","Translation initiation factor 3","GO:0003743|translation initiation factor activity;GO:0006413|translational initiation"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1198","LBJ_0921","VBILepBor13265_1198","PATRIC.355277.4.NC_008510.CDS.1107292.1107495.fwd","PATRIC","CDS",1107292,1107495,204,"+","FIG00000259","PLF_171_00003697","PGF_03818138","YP_800323.1",67,"rpmI","LSU ribosomal protein L35p","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1199","LBJ_0922","VBILepBor13265_1199","PATRIC.355277.4.NC_008510.CDS.1107495.1107848.fwd","PATRIC","CDS",1107495,1107848,354,"+","FIG00000216","PLF_171_00000939","PGF_00016358","YP_800324.1",117,"rplT","LSU ribosomal protein L20p","GO:0003723|RNA binding;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1200","LBJ_0923","VBILepBor13265_1200","PATRIC.355277.4.NC_008510.CDS.1107927.1108595.fwd","PATRIC","CDS",1107927,1108595,669,"+","FIG01256944","PLF_171_00001251","PGF_08225224","YP_800325.1",222,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1201","LBJ_0924","VBILepBor13265_1201","PATRIC.355277.4.NC_008510.CDS.1108606.1108917.fwd","PATRIC","CDS",1108606,1108917,312,"+","FIG00765949","PLF_171_00002433","PGF_00146129","YP_800326.1",103,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1202","LBJ_0925","VBILepBor13265_1202","PATRIC.355277.4.NC_008510.CDS.1108958.1109482.fwd","PATRIC","CDS",1108958,1109482,525,"+","FIG00000252","PLF_171_00002438","PGF_04457297","YP_800327.1",174,,"5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)","GO:0030272|5-formyltetrahydrofolate cyclo-ligase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.110","LBJ_0093","VBILepBor13265_0110","PATRIC.355277.4.NC_008510.CDS.110943.112007.rev","PATRIC","CDS",110943,112007,1065,"-","FIG00000188","PLF_171_00000986","PGF_00030640","YP_799597.1",354,"prfA","Peptide chain release factor 1","GO:0003747|translation release factor activity;GO:0006415|translational termination"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1204","LBJ_0926","VBILepBor13265_1204","PATRIC.355277.4.NC_008510.CDS.1110041.1110502.fwd","PATRIC","CDS",1110041,1110502,462,"+","FIG00000652","PLF_171_00001993","PGF_07311230","YP_800328.1",153,,"Positive regulator of CheA protein activity (CheW)","GO:0004871|signal transducer activity;GO:0005622|intracellular;GO:0006935|chemotaxis;GO:0007165|signal transduction"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1205","LBJ_0927","VBILepBor13265_1205","PATRIC.355277.4.NC_008510.CDS.1110502.1113738.fwd","PATRIC","CDS",1110502,1113738,3237,"+","FIG00000571","PLF_171_00000164","PGF_08109226","YP_800329.1",1078,,"Signal transduction histidine kinase CheA / Chemotaxis protein CheC -- inhibitor of MCP methylation",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1206","LBJ_0928","VBILepBor13265_1206","PATRIC.355277.4.NC_008510.CDS.1113744.1114811.fwd","PATRIC","CDS",1113744,1114811,1068,"+","FIG00017306","PLF_171_00001017","PGF_00417580","YP_800330.1",355,"cheB","Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)","GO:0008984|protein-glutamate methylesterase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1207","LBJ_0929","VBILepBor13265_1207","PATRIC.355277.4.NC_008510.CDS.1114813.1115175.fwd","PATRIC","CDS",1114813,1115175,363,"+","FIG00000426","PLF_171_00001261","PGF_10238627","YP_800331.1",120,,"Chemotaxis regulator - transmits chemoreceptor signals to flagellar motor components CheY",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1208","LBJ_0930","VBILepBor13265_1208","PATRIC.355277.4.NC_008510.CDS.1115192.1115977.fwd","PATRIC","CDS",1115192,1115977,786,"+","FIG00019652","PLF_171_00001188","PGF_02517283","YP_800332.1",261,,"Segregation and condensation protein A",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1209","LBJ_0931","VBILepBor13265_1209","PATRIC.355277.4.NC_008510.CDS.1115944.1116507.fwd","PATRIC","CDS",1115944,1116507,564,"+","FIG00133569","PLF_171_00001517","PGF_06649360","YP_800333.1",187,,"Segregation and condensation protein B",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1210","LBJ_0932","VBILepBor13265_1210","PATRIC.355277.4.NC_008510.CDS.1116500.1117591.fwd","PATRIC","CDS",1116500,1117591,1092,"+","FIG00073905","PLF_171_00000513","PGF_02877184","YP_800334.1",363,"pheA","Chorismate mutase I (EC 5.4.99.5) / Prephenate dehydratase (EC 4.2.1.51)","GO:0004106|chorismate mutase activity;GO:0004664|prephenate dehydratase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1211","LBJ_0933","VBILepBor13265_1211","PATRIC.355277.4.NC_008510.CDS.1117633.1118505.fwd","PATRIC","CDS",1117633,1118505,873,"+","FIG00132770","PLF_171_00001514","PGF_12716241","YP_800335.1",290,"tyrA","Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1212","LBJ_0934","VBILepBor13265_1212","PATRIC.355277.4.NC_008510.CDS.1118486.1119808.fwd","PATRIC","CDS",1118486,1119808,1323,"+","FIG00075970","PLF_171_00000099","PGF_07844318","YP_800336.1",440,"aroA","3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)","GO:0003866|3-phosphoshikimate 1-carboxyvinyltransferase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1213","LBJ_0935","VBILepBor13265_1213","PATRIC.355277.4.NC_008510.CDS.1119801.1120493.fwd","PATRIC","CDS",1119801,1120493,693,"+","FIG00041008","PLF_171_00001822","PGF_02455692","YP_800337.1",230,"cmk","Cytidylate kinase (EC 2.7.4.25)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.111","LBJ_0094","VBILepBor13265_0111","PATRIC.355277.4.NC_008510.CDS.112048.112653.fwd","PATRIC","CDS",112048,112653,606,"+","FIG00763124","PLF_171_00001597","PGF_00109539","YP_799598.1",201,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1214","LBJ_0936","VBILepBor13265_1214","PATRIC.355277.4.NC_008510.CDS.1120546.1122228.fwd","PATRIC","CDS",1120546,1122228,1683,"+","FIG00000210","PLF_171_00000789","PGF_09939762","YP_800338.1",560,"rpsA","SSU ribosomal protein S1p","GO:0003723|RNA binding"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1215","LBJ_0937","VBILepBor13265_1215","PATRIC.355277.4.NC_008510.CDS.1122254.1122997.fwd","PATRIC","CDS",1122254,1122997,744,"+","FIG00763830","PLF_171_00001851","PGF_00284752","YP_800339.1",247,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1216","LBJ_0938","VBILepBor13265_1216","PATRIC.355277.4.NC_008510.CDS.1122997.1123614.fwd","PATRIC","CDS",1122997,1123614,618,"+","FIG00000811","PLF_171_00001337","PGF_03287477","YP_800340.1",205,"hisG","ATP phosphoribosyltransferase (EC 2.4.2.17) => HisGs","GO:0003879|ATP phosphoribosyltransferase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1217","LBJ_0939","VBILepBor13265_1217","PATRIC.355277.4.NC_008510.CDS.1123888.1124088.fwd","PATRIC","CDS",1123888,1124088,201,"+","FIG00006632","PLF_171_00001509","PGF_00016404","YP_800341.1",66,"rpmF","LSU ribosomal protein L32p @ LSU ribosomal protein L32p, zinc-dependent",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1220","LBJ_0941","VBILepBor13265_1220","PATRIC.355277.4.NC_008510.CDS.1125735.1126343.rev","PATRIC","CDS",1125735,1126343,609,"-","FIG00763154","PLF_171_00002007","PGF_08225224","YP_800342.1",202,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1221","LBJ_0942","VBILepBor13265_1221","PATRIC.355277.4.NC_008510.CDS.1126346.1127947.rev","PATRIC","CDS",1126346,1127947,1602,"-","FIG00762874","PLF_171_00000154","PGF_06230969","YP_800343.1",533,,"NAD(P)H-hydrate epimerase (EC 5.1.99.6) / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1222","LBJ_0943","VBILepBor13265_1222","PATRIC.355277.4.NC_008510.CDS.1127938.1128951.rev","PATRIC","CDS",1127938,1128951,1014,"-","FIG00767399","PLF_171_00001255","PGF_00236658","YP_800344.1",337,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.112","LBJ_0095","VBILepBor13265_0112","PATRIC.355277.4.NC_008510.CDS.112898.114058.fwd","PATRIC","CDS",112898,114058,1161,"+","FIG00765280","PLF_171_00000368","PGF_00195967","YP_799599.1",386,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1223","LBJ_0944","VBILepBor13265_1223","PATRIC.355277.4.NC_008510.CDS.1129380.1129766.fwd","PATRIC","CDS",1129380,1129766,387,"+","FIG00000325","PLF_171_00001444","PGF_01682834","YP_800345.1",128,,"Bacterial ribosome SSU maturation protein RimP",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1224","LBJ_0945","VBILepBor13265_1224","PATRIC.355277.4.NC_008510.CDS.1129804.1131156.fwd","PATRIC","CDS",1129804,1131156,1353,"+","FIG00000168","PLF_171_00000950","PGF_07063065","YP_800346.1",450,"nusA","Transcription termination protein NusA","GO:0003676|nucleic acid binding;GO:0003723|RNA binding"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1225","LBJ_0946","VBILepBor13265_1225","PATRIC.355277.4.NC_008510.CDS.1131225.1133783.fwd","PATRIC","CDS",1131225,1133783,2559,"+","FIG00000102","PLF_171_00000630","PGF_10525419","YP_800347.1",852,"infB","Translation initiation factor 2","GO:0003743|translation initiation factor activity;GO:0005525|GTP binding;GO:0006412|translation;GO:0006413|translational initiation"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1226","LBJ_0947","VBILepBor13265_1226","PATRIC.355277.4.NC_008510.CDS.1133796.1134149.fwd","PATRIC","CDS",1133796,1134149,354,"+","FIG00000164","PLF_171_00000118","PGF_09452281","YP_800348.1",117,"rbfA","Ribosome-binding factor A","GO:0006364|rRNA processing"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1227","LBJ_0948","VBILepBor13265_1227","PATRIC.355277.4.NC_008510.CDS.1134139.1135035.fwd","PATRIC","CDS",1134139,1135035,897,"+","FIG01016270","PLF_171_00001646","PGF_00413295","YP_800349.1",298,"truB","tRNA pseudouridine(55) synthase (EC 5.4.99.25)",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1228","LBJ_0949","VBILepBor13265_1228","PATRIC.355277.4.NC_008510.CDS.1135087.1135353.fwd","PATRIC","CDS",1135087,1135353,267,"+","FIG00000144","PLF_171_00001674","PGF_00049847","YP_800350.1",88,"rpsO","SSU ribosomal protein S15p (S13e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1229","LBJ_0950","VBILepBor13265_1229","PATRIC.355277.4.NC_008510.CDS.1135350.1137440.fwd","PATRIC","CDS",1135350,1137440,2091,"+","FIG00000391","PLF_171_00000888","PGF_03104485","YP_800351.1",696,"pnp","Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)","GO:0004654|polyribonucleotide nucleotidyltransferase activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.11","LBJ_0009","VBILepBor13265_0011","PATRIC.355277.4.NC_008510.CDS.11368.13866.fwd","PATRIC","CDS",11368,13866,2499,"+","FIG00000080","PLF_171_00000397","PGF_03272313","YP_799526.1",832,"gyrA","DNA gyrase subunit A (EC 5.99.1.3)","GO:0003918|DNA topoisomerase (ATP-hydrolyzing) activity"
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1230","LBJ_0951","VBILepBor13265_1230","PATRIC.355277.4.NC_008510.CDS.1137459.1138745.fwd","PATRIC","CDS",1137459,1138745,1287,"+","FIG00007959","PLF_171_00000903","PGF_05572316","YP_800352.1",428,,"FIG007959: peptidase, M16 family",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1232","LBJ_0953","VBILepBor13265_1232","PATRIC.355277.4.NC_008510.CDS.1139364.1140398.rev","PATRIC","CDS",1139364,1140398,1035,"-","FIG01442173","PLF_171_00000482","PGF_00299071","YP_800353.1",344,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1236","LBJ_0955","VBILepBor13265_1236","PATRIC.355277.4.NC_008510.CDS.1142511.1142735.fwd","PATRIC","CDS",1142511,1142735,225,"+","FIG00763891","PLF_171_00002506","PGF_00150057","YP_800354.1",74,,"hypothetical protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1237","LBJ_0956","VBILepBor13265_1237","PATRIC.355277.4.NC_008510.CDS.1142732.1143430.fwd","PATRIC","CDS",1142732,1143430,699,"+","FIG00762703","PLF_171_00002406","PGF_10454652","YP_800355.1",232,"radC","UPF0758 family protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1238","LBJ_0957","VBILepBor13265_1238","PATRIC.355277.4.NC_008510.CDS.1143511.1144179.fwd","PATRIC","CDS",1143511,1144179,669,"+","FIG00045575","PLF_171_00001123","PGF_00005212","YP_800356.1",222,,"ABC transporter, permease protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1239","LBJ_0958","VBILepBor13265_1239","PATRIC.355277.4.NC_008510.CDS.1144176.1145462.fwd","PATRIC","CDS",1144176,1145462,1287,"+","FIG00767995","PLF_171_00002031","PGF_00984380","YP_800357.1",428,,"Export ABC transporter, ATP-binding protein",
"Leptospira borgpetersenii serovar Hardjo-bovis str. JB197","355277.4","NC_008510","fig|355277.4.peg.1240","LBJ_0959","VBILepBor13265_1240","PATRIC.355277.4.NC_008510.CDS.1145511.1146821.fwd","PATRIC","CDS",1145511,1146821,1311,"+","FIG00000532","PLF_171_00000916","PGF_10410292","YP_800358.1",436,"ugd","UDP-glucose 6-dehydrogenase (EC 1.1.1.22)","GO:0003979|UDP-glucose 6-dehydrogenase activity"
