Systemic ID,Base mean DMC,Base mean IV,Fold Change,P-adjusted,Chromosome,Strand,Start,End,Gene Length,Gene Name,Product
LIC12446,168.07,181.56,0.93,0.942729818,1,-,2963707,2964450,247,-,hypothetical protein
LIC11377,166.86,125.68,1.33,0.775608226,1,+,1694979,1696265,428,flhF,flagellar biosynthesis regulator FlhF
LIC20026,166.62,157.17,1.06,1,2,+,25778,26533,251,-,short-chain dehydrogenase
LIC11731,166.57,240.45,0.69,0.744033226,1,+,2109765,2110247,160,slyD,FKBP-type peptidyl-prolyl cis-trans isomerase
LIC10430,166.51,179.97,0.93,0.974886803,1,+,490723,491361,212,rplY,50S ribosomal protein L25/general stress protein Ctc
LIC20254,165.05,156.56,1.05,0.989590424,2,+,320975,321706,243,-,response regulator
LIC11009,164.53,79.07,2.08,0.085710644,1,-,1227933,1228682,249,-,hypothetical protein
LIC20246,164.11,135.01,1.22,0.713157981,2,-,309874,312189,771,-,histidine kinase sensor protein
LIC11621,163.85,230.13,0.71,0.63377509,1,+,1984161,1984766,201,tolQ,biopolymer transport protein
LIC10298,163.49,41.84,3.91,2.12E-05,1,-,340955,341422,155,flgC,flagellar basal body rod protein FlgC
LIC10373,163.37,30.43,5.37,4.61E-11,1,-,421630,423159,509,-,lipoprotein
LIC10006,163.30,146.21,1.12,0.920240373,1,+,8624,11128,834,gyrA,DNA gyrase subunit A
LIC12761,162.52,210.79,0.77,0.719164003,1,-,3363305,3364795,496,alkH,aldehyde dehydrogenase
LIC11790,159.64,225.83,0.71,0.539932184,1,-,2181250,2182464,404,aspC,aspartate aminotransferase
LIC12872,159.50,253.68,0.63,0.523223731,1,-,3467855,3468490,211,rplD,50S ribosomal protein L4
LIC20251,159.00,187.01,0.85,0.812936447,2,-,318488,319504,338,-,lysyl-tRNA synthetase-like protein
LIC11447,157.88,65.23,2.42,0.033594849,1,+,1785817,1786320,167,-,hypothetical protein
LIC11822,157.75,246.88,0.64,0.387218174,1,-,2216146,2217543,465,leuC,isopropylmalate isomerase large subunit
LIC10348,157.67,77.29,2.04,0.165115589,1,+,394192,394455,87,-,hypothetical protein
LIC10608,157.49,175.44,0.90,0.918016128,1,-,743707,746226,839,lon,ATP-dependent protease La
LIC12829,157.11,130.66,1.20,0.859756555,1,+,3432810,3434099,429,gltA,citrate synthase
LIC13009,156.99,118.43,1.33,0.80522168,1,-,3661220,3662893,557,-,acyl-CoA dehydrogenase
LIC11500,156.67,136.83,1.14,0.918016128,1,+,1850713,1851471,252,map,methionine aminopeptidase
LIC12303,156.26,245.90,0.64,0.57151903,1,-,2777867,2779255,462,-,carboxy-terminal processing protease
LIC11623,155.93,165.93,0.94,0.996409467,1,+,1985237,1988164,975,-,outer membrane protein
LIC12737,155.29,30.34,5.12,6.37E-11,1,-,3333389,3335020,543,-,site-specific modification DNA-methyltransferase
LIC11417,155.15,224.86,0.69,0.710749902,1,+,1743348,1743944,198,clpP,ATP-dependent Clp protease proteolytic subunit
LIC12031,154.63,241.80,0.64,0.530492498,1,-,2449725,2451944,739,-,histidine kinase sensor protein
LIC12340,154.49,21.65,7.14,3.40E-10,1,-,2830042,2831925,627,-,hypothetical protein
LIC12960,154.45,195.28,0.79,0.818489429,1,-,3591745,3593295,516,-,glycosyltransferase
LIC11563,153.83,103.60,1.48,0.603479232,1,+,1923158,1924342,394,-,hypothetical protein
LIC12538,153.78,198.07,0.78,0.81432456,1,-,3076709,3078637,642,secD,preprotein translocase subunit SecD
LIC12075,153.61,96.02,1.60,0.388336219,1,+,2512385,2513233,282,-,hypothetical protein
LIC11499,153.56,130.56,1.18,0.936615403,1,+,1850464,1850706,80,-,hypothetical protein
LIC10215,152.45,315.38,0.48,0.132716041,1,+,244146,245177,343,-,hypothetical protein
LIC10628,152.15,152.25,1.00,1,1,-,764960,765379,139,-,lipoprotein
LIC12187,151.58,146.49,1.03,1,1,-,2640600,2641676,358,per,perosamine synthetase
LIC12463,151.25,193.92,0.78,0.728997884,1,-,2979483,2980022,179,infC,translation initiation factor IF-3
LIC13301,149.86,274.33,0.55,0.214295025,1,+,4048277,4049542,421,-,acetyl-CoA acetyltransferase
LIC11004,149.72,149.74,1.00,0.991660653,1,-,1222645,1222980,111,-,anti-sigma factor antagonist
LIC12856,149.53,264.90,0.56,0.306306161,1,-,3461016,3461522,168,rpsE,30S ribosomal protein S5
LIC12621,148.98,208.49,0.71,0.47186393,1,+,3172266,3172676,136,-,hypothetical protein
LIC12927,148.91,35.23,4.23,1.04E-05,1,-,3556525,3557547,340,-,cytochrome c peroxidase
LIC10225,148.79,184.85,0.80,0.869930437,1,+,258325,259230,301,-,RNA polymerase ECF-type sigma factor
LIC12961,148.30,153.47,0.97,1,1,-,3594524,3596419,631,recQ,ATP-dependent DNA helicase
LIC10768,147.95,125.23,1.18,0.87565391,1,+,933107,934735,542,-,metalloprotease
LIC13316,147.40,163.80,0.90,0.869930437,1,-,4064391,4065320,309,-,ABC transporter ATP-binding protein
LIC10005,147.04,127.57,1.15,0.87195047,1,+,6686,8605,639,-,DNA gyrase subunit B
LIC11437,146.98,152.63,0.96,1,1,-,1769505,1772387,960,-,adenylate/guanylate cyclase
LIC13393,146.87,138.75,1.06,1,1,-,4157938,4159062,374,ilvC,ketol-acid reductoisomerase
LIC12202,146.64,106.97,1.37,0.788008073,1,-,2655542,2656531,329,-,UDP-glucose 4-epimerase
LIC10873,146.54,231.33,0.63,0.385454181,1,+,1055618,1056124,168,-,hypothetical protein
LIC12204,145.87,111.26,1.31,0.740239958,1,-,2657127,2658224,365,-,FAD-dependent oxidoreductase family protein
LIC10915,145.22,169.59,0.86,0.869687684,1,+,1098554,1099540,328,-,hypothetical protein
LIC11978,144.99,131.78,1.10,0.977157254,1,-,2384404,2384718,104,trxA,thioredoxin
LIC12588,144.88,115.92,1.25,0.820203343,1,-,3134244,3136268,674,-,ATP-dependent DNA helicase
LIC12268,144.25,158.67,0.91,0.983072934,1,-,2739843,2742125,760,-,glycolate oxidase
LIC20136,143.63,105.10,1.37,0.678676887,2,+,161226,163349,707,-,hypothetical protein
LIC12944,143.51,129.52,1.11,0.97193278,1,-,3573252,3574406,384,-,30S ribosomal protein S1
LIC10755,143.42,230.97,0.62,0.410960108,1,+,920492,920866,124,rpsL,30S ribosomal protein S12
LIC11324,143.30,69.74,2.05,0.093532619,1,+,1635268,1636065,265,flgG,flagellar basal body rod protein FlgG
LIC11265,143.18,172.48,0.83,0.836965101,1,-,1563219,1563446,75,-,hypothetical protein
LIC12172,142.52,136.00,1.05,1,1,-,2625381,2626544,387,-,UDP-N-acetylglucosamine-2-epimerase
LIC20271,142.33,76.54,1.86,0.156113423,2,-,343533,344507,324,-,hypothetical protein
LIC10060,142.22,119.77,1.19,0.848117213,1,+,74937,78122,"1,061",-,hypothetical protein
LIC10473,141.91,109.46,1.30,0.646041698,1,-,545939,548587,882,valS,valyl-tRNA synthetase
LIC10996,141.68,43.84,3.23,0.00211441,1,+,1213530,1214423,297,-,diguanylate phosphodiesterase
LIC13066,141.61,26.51,5.34,3.09E-09,1,+,3742428,3743855,475,-,lipoprotein
LIC12847,141.31,219.70,0.64,0.538486229,1,-,3456526,3457149,207,rpsD,30S ribosomal protein S4
LIC11198,140.97,235.62,0.60,0.531838623,1,+,1473693,1474964,423,-,adenylate/guanylate cyclase
LIC13021,140.29,154.86,0.91,1,1,-,3680746,3683319,857,-,hypothetical protein
LIC13129,139.21,100.99,1.38,0.554658008,1,+,3829833,3831980,715,metG,methionyl-tRNA synthetase
LIC12194,138.87,105.88,1.31,0.819525703,1,-,2646629,2647561,310,tktC,transketolase subunit beta
LIC13232,138.78,122.11,1.14,0.827205443,1,-,3968900,3969700,266,-,short-chain dehydrogenase
LIC12822,138.23,83.97,1.65,0.440437689,1,-,3425034,3425801,255,-,hypothetical protein
LIC20227,138.22,102.19,1.35,0.732608726,2,-,288819,289352,177,ard,acireductone dioxygenase enzyme ARD and ARD'
LIC10852,138.21,152.00,0.91,0.97755281,1,+,1027999,1028745,248,pyrH,uridylate kinase
LIC11677,138.10,80.09,1.72,0.387214782,1,-,2041033,2041524,163,-,hypothetical protein
LIC12247,137.77,120.70,1.14,0.980707913,1,-,2710331,2710846,171,-,hypothetical protein
LIC10210,137.37,162.51,0.85,0.887866199,1,+,239657,240301,214,cyoC,cytochrome/quinol oxidase subunit 3
LIC12816,137.16,128.75,1.07,1,1,-,3421306,3421692,128,-,hypothetical protein
LIC13313,136.95,159.58,0.86,0.848117213,1,-,4060543,4061646,367,-,hypothetical protein
LIC12110,136.60,154.53,0.88,0.874540274,1,-,2552753,2553202,149,rplI,50S ribosomal protein L9
LIC10631,136.34,193.77,0.70,0.639753569,1,+,770554,771321,255,lin,ABC transporter ATP-binding protein
LIC13017,136.10,239.46,0.57,0.327910219,1,-,3673377,3676688,"1,103",-,acriflavine resistance
LIC13396,135.81,69.67,1.95,0.086450117,1,+,4163062,4164495,477,-,monooxygenase
LIC12454,135.34,131.68,1.03,0.974334276,1,-,2971526,2971888,120,-,response regulator
LIC12196,134.72,100.08,1.35,0.804642127,1,-,2648384,2650018,544,-,hypothetical protein
LIC11405,134.52,139.90,0.96,1,1,+,1726506,1728509,667,-,hypothetical protein
LIC13482,134.42,108.86,1.23,0.771949693,1,+,4258056,4259075,339,-,hypothetical protein
LIC11739,134.08,145.03,0.92,0.996409467,1,-,2118868,2124672,"1,934",-,hypothetical protein
LIC12195,133.61,83.65,1.60,0.502283216,1,-,2647580,2648377,265,-,transketolase
LIC10161,133.54,104.56,1.28,0.728758577,1,+,191388,193487,699,-,hypothetical protein
LIC12162,131.81,90.23,1.46,0.428459201,1,-,2611182,2612948,588,-,hypothetical protein
LIC10761,131.66,185.18,0.71,0.6904365,1,+,925859,926308,149,rplM,50S ribosomal protein L13
LIC10460,131.56,48.08,2.74,0.005308658,1,+,524825,525229,134,-,hypothetical protein
LIC20087,131.21,74.87,1.75,0.259641978,2,-,99745,100677,310,-,outer membrane protein
LIC11294,131.13,165.29,0.79,0.848117213,1,-,1597982,1600081,699,-,hypothetical protein
LIC10989,130.55,93.30,1.40,0.704295306,1,+,1198009,1203204,"1,731",-,serine/threonine kinase protein
LIC12165,130.53,115.44,1.13,0.986393008,1,-,2616308,2617285,325,moaA,molybdenum cofactor biosynthesis protein
LIC11624,129.78,110.33,1.18,0.746773558,1,+,1988168,1990366,732,uvrD,ATP-dependent DNA helicase
LIC11570,129.05,171.20,0.75,0.749666508,1,+,1929725,1931515,596,gspD,general secretory pathway protein D
LIC11364,128.78,103.36,1.25,0.785396286,1,+,1680356,1681141,261,dltE,short-chain dehydrogenase
LIC12326,128.73,95.95,1.34,0.749687054,1,+,2809159,2809530,123,-,hypothetical protein
LIC10756,128.52,147.61,0.87,0.832321781,1,+,920885,921358,157,rpsG,30S ribosomal protein S7
LIC11066,128.42,158.95,0.81,0.848117213,1,-,1317692,1319623,643,recJ,single-stranded DNA exonuclease
LIC11140,127.70,107.73,1.19,0.848117213,1,-,1405759,1407699,646,galA,alpha-galactosidase
LIC12866,127.57,177.45,0.72,0.722254306,1,-,3464953,3465366,137,rplP,50S ribosomal protein L16
LIC11543,126.79,137.53,0.92,0.987027574,1,+,1905144,1906514,456,-,hypothetical protein
LIC12620,126.21,89.69,1.41,0.617430837,1,+,3169681,3172164,827,-,membrane carboxypeptidase
LIC13031,125.94,55.97,2.25,0.014563822,1,-,3695236,3696345,369,-,aminotransferase
LIC20148,125.93,41.11,3.06,0.00335269,2,+,179702,180379,225,hol,heme oxygenase
LIC11597,125.76,140.31,0.90,0.848117213,1,+,1956275,1957825,516,leuA2,2-isopropylmalate synthase 2
LIC20058,125.57,130.38,0.96,0.862038838,2,-,60877,62889,670,mcm2,methylmalonyl-CoA mutase
LIC12173,125.03,92.52,1.35,0.735561409,1,-,2626541,2627575,344,neuB,N-acetylneuraminate synthase
LIC12493,124.86,133.96,0.93,0.87969694,1,+,3019386,3020051,221,-,lipoprotein
LIC11378,124.83,111.93,1.12,0.884466962,1,+,1696293,1697207,304,minD,septum site-determining protein
LIC12982,124.62,123.57,1.01,0.918016128,1,-,3620274,3622493,739,-,heavy-metal transporting p-type ATPase
LIC10141,124.53,145.32,0.86,0.869687684,1,+,170447,171895,482,nuoG,NADH dehydrogenase subunit I G
LIC13053,124.22,18.49,6.72,2.98E-11,1,-,3726617,3727714,365,desA,fatty acid desaturase
LIC11687,124.00,77.90,1.59,0.420440824,1,+,2050145,2051071,308,-,endonuclease
LIC12113,123.90,220.45,0.56,0.283667032,1,-,2553980,2554255,91,rpsF,30S ribosomal protein S6
LIC12175,123.65,87.93,1.41,0.62059668,1,-,2628166,2629329,387,-,aminotransferase
LIC12166,122.77,100.99,1.22,0.883795317,1,-,2617286,2618353,355,-,alcohol dehydrogenase
LIC20138,122.50,158.32,0.77,0.798797848,2,+,163969,165858,629,capD,capsular polysaccharide biosynthesis protein
LIC11028,122.08,159.69,0.76,0.862038838,1,+,1260519,1268285,"2,588",-,hypothetical protein
LIC11540,121.08,146.53,0.83,0.685886242,1,+,1902057,1903685,542,pyrG,CTP synthetase
LIC10613,121.03,68.72,1.76,0.44701554,1,+,750846,751193,115,-,hypothetical protein
LIC12112,120.75,203.66,0.59,0.327482626,1,-,2553535,2553987,150,ssb,single-stranded DNA binding protein
LIC12679,120.73,76.35,1.58,0.350579918,1,+,3246449,3247996,515,thiC,thiamine biosynthesis protein ThiC
LIC11559,120.66,136.64,0.88,0.941057548,1,+,1920964,1921380,138,rplS,50S ribosomal protein L19
LIC10902,120.22,76.90,1.56,0.485911973,1,+,1087216,1088334,372,-,hypothetical protein
LIC11990,120.00,76.70,1.56,0.235635362,1,+,2396550,2400149,"1,199",-,hypothetical protein
LIC10906,119.72,221.16,0.54,0.214295025,1,+,1090528,1091436,302,-,hypothetical protein
LIC10138,119.69,157.45,0.76,0.727024878,1,+,164349,165818,489,-,HD-GYP hydrolase domain-containing protein
LIC11406,119.52,79.40,1.51,0.532944635,1,-,1728850,1729119,89,-,hypothetical protein
LIC10448,119.51,113.26,1.06,1,1,-,511364,511630,88,rpsT,30S ribosomal protein S20
LIC11970,119.48,174.85,0.68,0.440437689,1,+,2374499,2376370,623,-,hypothetical protein
LIC10607,119.00,143.60,0.83,0.774545353,1,-,742538,743662,374,-,aminotransferase
LIC13219,119.00,143.60,0.83,0.821099837,1,-,3948506,3950932,808,pheT,phenylalanyl-tRNA synthetase subunit beta
LIC11479,118.93,40.82,2.91,0.003020683,1,+,1827759,1828655,298,xerD,integrase/recombinase protein
LIC12573,118.91,143.36,0.83,0.840857706,1,+,3120448,3121620,390,sucC,succinyl-CoA synthetase subunit beta
LIC10749,118.91,152.70,0.78,0.798125536,1,+,909852,910280,142,rplK,50S ribosomal protein L11
LIC10522,118.67,106.57,1.11,0.794298923,1,-,629186,630154,322,-,oxidoreductase family protein
LIC12178,118.31,69.34,1.71,0.380808259,1,-,2631184,2632836,550,-,hypothetical protein
LIC11701,118.02,170.67,0.69,0.662101431,1,-,2067509,2069266,585,rpoD,RNA polymerase sigma-70 factor
LIC11954,116.99,113.04,1.03,0.977157254,1,-,2360699,2361997,432,eno,phosphopyruvate hydratase
LIC12250,116.84,125.48,0.93,0.875496759,1,+,2712909,2714681,590,-,carboxy-terminal processing protease
LIC10600,116.80,44.66,2.62,0.093532619,1,-,733931,734347,138,-,fatty acid synthase subunit beta
LIC10571,116.78,84.45,1.38,0.52353607,1,-,695784,697073,429,hom,homoserine dehydrogenase
LIC12285,116.43,192.45,0.60,0.479108689,1,-,2755852,2757966,704,hppA,membrane-bound proton-translocating pyrophosphatase
LIC11200,116.32,121.60,0.96,0.939594161,1,+,1478223,1480895,890,-,histidine kinase sensor protein
LIC10517,116.31,201.26,0.58,0.300281986,1,-,621063,623654,863,leuS,leucyl-tRNA synthetase
LIC11443,116.08,81.83,1.42,0.73048184,1,-,1779533,1779919,128,-,outer membrane protein
LIC13451,116.07,93.14,1.25,0.812280127,1,-,4227417,4229327,636,flgK,flagellar hook-associated protein FlgK
LIC11354,115.91,197.14,0.59,0.214295025,1,+,1667918,1669078,386,metK,S-adenosylmethionine synthetase
LIC12849,115.85,152.59,0.76,0.826167946,1,-,3457574,3457951,125,rpsM,30S ribosomal protein S13
LIC11194,115.66,147.63,0.78,0.728997884,1,-,1469951,1470943,330,-,citrate lyase
LIC11404,115.64,156.43,0.74,0.668162315,1,-,1725042,1726370,442,ubiB,ubiquinone biosynthesis protein
LIC11455,115.41,134.22,0.86,0.959432864,1,+,1792408,1795968,"1,186",mfd,transcription-repair coupling factor
LIC20028,115.26,171.02,0.67,0.440437689,2,+,27090,28358,422,ndh,NADH dehydrogenase
LIC20266,115.12,148.91,0.77,0.700782792,2,-,335135,336184,349,asd,aspartate-semialdehyde dehydrogenase
LIC11115,114.43,156.27,0.73,0.640134739,1,+,1376758,1377615,285,sseA,thiosulfate sulfurtransferase
LIC10714,114.18,50.82,2.25,0.158862272,1,-,862692,865169,825,smc,outer membrane receptor protein
LIC10876,113.54,153.95,0.74,0.706383573,1,+,1060644,1061195,183,-,hypothetical protein
LIC20176,113.37,173.25,0.65,0.491947219,2,+,217270,219324,684,-,lipoprotein
LIC10719,112.83,82.32,1.37,0.631106663,1,-,873606,875744,712,ppk,polyphosphate kinase
LIC10877,112.67,165.94,0.68,0.635060248,1,+,1061240,1061791,183,-,hypothetical protein
LIC11012,112.08,104.78,1.07,0.900998715,1,+,1233953,1235977,674,-,guanosine polyphosphate pyrophosphohydrolase/synthetase
LIC20049,110.80,98.29,1.13,0.806167735,2,-,50125,51144,339,-,hypothetical protein
LIC10747,110.70,126.23,0.88,0.942729818,1,+,909064,909252,62,secE,preprotein translocase subunit SecE
LIC11983,110.57,82.69,1.34,0.702402272,1,-,2389127,2389924,265,-,hypothetical protein
LIC10136,110.06,78.68,1.40,0.667318301,1,-,161575,163395,606,-,ABC transporter ATP-binding protein
LIC20241,110.01,68.26,1.61,0.400254574,2,+,304174,305343,389,alr,alanine racemase
LIC12465,109.96,122.42,0.90,0.872409577,1,-,2981653,2983569,638,thrS,threonyl-tRNA synthetase
LIC10769,109.42,92.97,1.18,0.832321781,1,+,934737,936410,557,-,processing metalloprotease
LIC11408,109.08,111.92,0.97,0.92553004,1,-,1732303,1733412,369,-,hypothetical protein
LIC13397,108.96,33.92,3.21,0.000613397,1,+,4164603,4165934,443,phoD,alkaline phosphatase
LIC12848,108.42,160.54,0.68,0.6904365,1,-,3457161,3457571,136,rpsK,30S ribosomal protein S11
LIC10576,108.40,120.81,0.90,0.991660653,1,-,701450,703006,518,hflX,GTP-binding protein
LIC13128,108.18,124.39,0.87,0.87695331,1,-,3829213,3829764,183,-,hypothetical protein
LIC20204,108.08,142.42,0.76,0.734680948,2,-,262066,263217,383,csdB,cysteine desulfurase
LIC12514,107.96,137.19,0.79,0.700782792,1,-,3041807,3043600,597,mutL,DNA mismatch repair protein
LIC10151,107.96,83.28,1.30,0.688710373,1,+,181127,183481,784,-,hypothetical protein
LIC12010,107.95,178.94,0.60,0.330688205,1,-,2419675,2421477,600,lepA,GTP-binding protein LepA
LIC11703,107.84,107.07,1.01,0.991660653,1,-,2071098,2071544,148,-,hypothetical protein
LIC12318,107.77,85.47,1.26,0.862038838,1,+,2796250,2796777,175,-,hypothetical protein
LIC12774,107.55,86.57,1.24,0.848117213,1,-,3380669,3380923,84,rpmA,50S ribosomal protein L27
LIC12208,107.40,29.49,3.64,0.000206762,1,+,2663730,2665154,474,-,lipoprotein
LIC2nc20,107.32,119.24,0.90,0.956051834,2,NA,242735,243092,358,,
LIC12857,107.28,160.67,0.67,0.502283216,1,-,3461524,3461892,122,rplR,50S ribosomal protein L18
LIC12586,107.19,93.88,1.14,0.848117213,1,-,3131381,3133573,730,-,hypothetical protein
LIC12336,107.15,126.71,0.85,0.73119565,1,+,2821205,2822533,442,-,sterol desaturase-related protein
LIC12108,106.92,182.37,0.59,0.342759119,1,-,2549569,2551374,601,aspS,aspartyl-tRNA synthetase
LIC12206,106.64,63.53,1.68,0.440458554,1,-,2659190,2659510,106,-,MarR family transcriptional regulator
LIC12969,106.30,90.55,1.17,0.862038838,1,-,3606413,3607615,400,ftsZ,cell division protein FtsZ
LIC10558,106.10,100.86,1.05,0.848117213,1,+,684092,684532,146,-,hypothetical protein
LIC20157,106.06,60.54,1.75,0.205127895,2,-,189410,190765,451,-,hypothetical protein
LIC20209,106.06,124.42,0.85,0.859756555,2,+,267823,270021,732,mcmA,methylmalonyl-CoA mutase
LIC12453,105.98,116.82,0.91,0.87969694,1,-,2970723,2971508,261,-,hypothetical protein
LIC10337,105.64,132.00,0.80,0.846380331,1,-,382529,383638,369,-,hypothetical protein
LIC11713,105.39,156.62,0.67,0.612680964,1,+,2084708,2085718,336,-,motility protein B
LIC12477,105.21,121.74,0.86,0.852829187,1,-,3000626,3003064,812,pbp1a,Pbp1A
LIC20064,104.91,90.93,1.15,0.989003564,2,+,70663,71427,254,fabG,3-oxoacyl-(acyl-carrier protein) reductase
LIC10974,104.60,99.24,1.05,0.946350301,1,-,1176400,1177611,403,-,acetyl-CoA acetyltransferase
LIC10145,104.48,177.91,0.59,0.440118617,1,+,173959,175332,457,-,hypothetical protein
LIC11957,104.33,59.52,1.75,0.220920182,1,+,2364674,2365162,162,-,response regulator
LIC11699,104.24,117.42,0.89,0.831131408,1,+,2065227,2066879,550,glpD,glycerol-3-phosphate dehydrogenase
LIC10482,104.05,99.29,1.05,0.980707913,1,+,559027,559608,193,-,hypothetical protein
LIC12746,103.93,126.04,0.82,0.832321781,1,+,3341725,3343056,443,nuoF,NADH dehydrogenase subunit I F
LIC11914,103.67,101.72,1.02,0.997490807,1,-,2312284,2313111,275,wecG,UDP-n-acetyl-d-mannosamine transferase
LIC20050,103.61,125.06,0.83,0.837615719,2,+,51217,52137,306,-,hypothetical protein
LIC12077,103.16,4.53,22.78,1.19E-18,1,-,2513951,2514256,101,-,hypothetical protein
LIC13433,103.00,55.75,1.85,0.118666917,1,+,4209987,4211135,382,pyrD,dihydroorotate dehydrogenase 2
LIC13162,102.88,89.52,1.15,0.893918946,1,-,3872009,3873151,380,aroA(G),phospho-2-dehydro-3-deoxyheptonate aldolase chorismate mutase
LIC12168,102.77,98.59,1.04,1,1,-,2619061,2620245,394,-,aspartate aminotransferase
LIC10718,102.74,73.95,1.39,0.577097006,1,-,872171,873616,481,-,hypothetical protein
LIC12457,102.10,132.19,0.77,0.746698405,1,-,2976181,2976714,177,-,chemotaxis protein
